Experiment,Size of the batches,Type of the shipping box,Cycle time factor,Number of the operators,Type of the quality check,Percentage of the quality check,Overshooting,Elapsed time,Used rods,Used raw bases,Used pins,Outcome - All,Outcome - OK,Outcome - NOK,Used retail boxes,Used shipper boxes,Used pallets,Reached the required amount,Difference from the required - OK,Difference from the required - All,Used electricity - T100,Used electricity - T200,Used electricity - T800,Income,Outgo,Profit,Machine T100 - Waiting for MU,Machine T100 - Processing,Machine T100 - Failed,Machine T100 - Setting up,Machine T200 - Waiting for MU,Machine T200 - Processing,Machine T200 - Failed,Machine T200 - Setting up,Machine T800 - Waiting for MU,Machine T800 - Processing,Machine T800 - Failed,Machine T800 - Setting up,Operator 01 - Waiting for job,Operator 01 - On the way,Operator 01 - Processing,Operator 01 - Repairing,Operator 01 - Setting up,Operator 01 - Inspectioning,Operator 02 - Waiting for job,Operator 02 - On the way,Operator 02 - Processing,Operator 02 - Repairing,Operator 02 - Setting up,Operator 02 - Inspectioning,Operator 03 - Waiting for job,Operator 03 - On the way,Operator 03 - Processing,Operator 03 - Repairing,Operator 03 - Setting up,Operator 03 - Inspectioning,Robot 01 - Free,Robot 01 - Moving,Robot 01 - Waiting during task,Robot 01 - Processing,Robot 01 - Exchanging,Robot 01 - Taking down,Robot 01 - Picking up,Robot 02 - Free,Robot 02 - Moving,Robot 02 - Waiting during task,Robot 02 - Processing,Robot 02 - Exchanging,Robot 02 - Taking down,Robot 02 - Picking up
Exp 3330,2,2,0.1,1,1,0.8,0.1,10:58:31,414,1100,3300,1030,1018,12,1030,43,3,1,18,30,61.17,49.59,69.12,4923.40,4356.51,566.89,6933.191,31460.000,1086.809,0.000,10819.078,25502.400,1103.522,2055.000,2857.662,35550.000,1072.338,0.000,21725.121,8049.495,5266.000,2384.384,2055.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,14760.000,16480.000,0.000,0.000,0.000,4120.000,4120.000,38254.054,973.946,0.000,0.000,0.000,126.000,126.000
Exp 5646,3,2,0.2,1,2,0.2,0.1,11:40:29,415,1100,3300,1071,1034,37,1071,45,3,1,34,71,65.78,53.36,68.41,5119.38,4552.72,566.66,7623.289,34320.000,56.711,0.000,12752.297,27840.000,177.703,1230.000,6069.341,35691.000,239.659,0.000,24953.978,5796.318,4699.000,399.703,1230.000,4921.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,16296.000,17136.000,0.000,0.000,0.000,4284.000,4284.000,40714.046,1020.000,0.000,0.000,0.000,133.954,132.000
Exp 0598,1,1,0.2,1,1,1.0,0.1,13:38:19,413,1100,3300,1049,1049,0,1049,59,3,1,49,49,65.78,53.18,74.63,5014.22,4447.63,566.59,14690.297,34320.000,69.703,0.000,14969.866,27744.000,186.134,6180.000,9809.399,38939.400,331.201,0.000,18488.509,15806.788,8205.000,399.703,6180.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,23904.000,16784.000,0.000,0.000,0.000,4196.000,4196.000,47378.871,1350.129,0.000,0.000,0.000,177.000,174.000
Exp 6342,3,3,0.2,1,1,0.2,0.1,10:51:14,415,1100,3300,1071,1037,34,1071,36,5,1,37,71,65.78,53.36,68.34,5119.38,4554.21,565.17,4678.419,34320.000,61.581,0.000,9803.866,27840.000,186.134,1230.000,3133.081,35655.000,271.919,0.000,26949.066,5774.231,4707.000,399.703,1230.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13356.000,17136.000,0.000,0.000,0.000,4284.000,4284.000,38020.184,824.000,0.000,0.000,0.000,108.000,107.816
Exp 4046,2,3,0.1,1,1,0.6,0.1,10:52:13,414,1100,3300,1056,1032,24,1056,36,5,1,32,56,61.17,49.59,67.54,5047.68,4483.06,564.62,6568.322,31460.000,1091.678,0.000,10636.042,25502.400,926.558,2055.000,3298.056,34734.000,1087.944,0.000,21278.793,8119.823,5282.000,2384.384,2055.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13776.000,16896.000,0.000,0.000,0.000,4224.000,4224.000,38079.706,824.294,0.000,0.000,0.000,108.000,108.000
Exp 6350,3,3,0.2,1,1,0.6,0.1,11:02:42,415,1100,3300,1060,1036,24,1060,36,5,1,36,60,65.78,53.36,70.91,5066.80,4502.41,564.39,5343.289,34320.000,56.711,0.000,10463.866,27840.000,186.134,1230.000,2465.982,36996.000,258.018,0.000,27597.112,5794.185,4699.000,399.703,1230.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,14283.623,16958.000,0.000,0.000,0.000,4240.000,4238.377,38705.000,805.000,0.000,0.000,0.000,105.000,105.000
Exp 2038,1,3,0.2,1,1,1.0,0.1,13:38:19,413,1100,3300,1049,1049,0,1049,35,5,1,49,49,65.78,53.18,74.63,5014.22,4450.74,563.48,14690.297,34320.000,69.703,0.000,14969.866,27744.000,186.134,6180.000,9809.399,38939.400,331.201,0.000,18488.509,15806.788,8205.000,399.703,6180.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,23904.000,16784.000,0.000,0.000,0.000,4196.000,4196.000,48074.871,798.129,0.000,0.000,0.000,105.000,102.000
Exp 0594,1,1,0.2,1,1,0.8,0.1,13:38:12,413,1100,3300,1058,1049,9,1058,59,3,1,49,58,65.78,53.18,73.27,5057.24,4494.38,562.86,14690.297,34320.000,69.703,0.000,14969.866,27744.000,186.134,6180.000,10511.399,38228.400,340.201,0.000,18488.509,15806.788,8205.000,399.703,6180.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,23688.000,16928.000,0.000,0.000,0.000,4232.000,4232.000,47371.977,1354.023,0.000,0.000,0.000,177.000,177.000
Exp 6346,3,3,0.2,1,1,0.4,0.1,10:53:13,415,1100,3300,1055,1033,22,1055,36,5,1,33,55,65.78,53.36,69.75,5042.90,4480.26,562.64,4803.289,34320.000,56.711,0.000,9915.434,27840.000,194.566,1230.000,2547.755,36390.000,242.245,0.000,27103.260,5748.037,4699.000,399.703,1230.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13860.000,16880.000,0.000,0.000,0.000,4220.000,4220.000,38139.866,824.134,0.000,0.000,0.000,108.000,108.000
Exp 4914,3,1,0.2,1,1,0.8,0.1,11:14:48,415,1100,3300,1041,1030,11,1041,58,3,1,30,41,65.78,53.36,72.25,4975.98,4413.41,562.57,6063.289,34320.000,56.711,0.000,11175.434,27840.000,194.566,1230.000,2524.234,37695.000,220.766,0.000,28434.155,5685.142,4691.000,399.703,1230.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,15465.400,16650.000,0.000,0.000,0.000,4162.600,4162.000,38787.000,1311.000,0.000,0.000,0.000,171.000,171.000
Exp 4898,3,1,0.2,1,1,0.0,0.1,10:51:21,415,1100,3300,1080,1036,44,1080,60,3,1,36,80,65.78,53.36,67.07,5162.40,4599.97,562.43,4683.289,34320.000,56.711,0.000,9803.866,27840.000,186.134,1230.000,3839.310,34992.000,228.690,0.000,26947.474,5775.823,4707.000,399.703,1230.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13140.000,17280.000,0.000,0.000,0.000,4320.000,4320.000,37331.118,1371.882,0.000,0.000,0.000,180.000,177.000
Exp 1302,1,2,0.2,1,1,0.2,0.1,13:36:54,413,1100,3300,1088,1047,41,1088,46,3,1,47,88,65.78,53.18,69.36,5200.64,4640.54,560.10,14570.297,34320.000,69.703,0.000,14849.866,27744.000,186.134,6180.000,12422.399,36188.400,349.201,0.000,18388.364,15794.933,8197.000,399.703,6180.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,22863.572,17398.000,0.000,0.000,0.000,4350.000,4348.428,47655.000,1035.000,0.000,0.000,0.000,135.000,135.000
Exp 6338,3,3,0.2,1,1,0.0,0.1,10:51:21,415,1100,3300,1080,1036,44,1080,36,5,1,36,80,65.78,53.36,67.07,5162.40,4603.29,559.11,4683.289,34320.000,56.711,0.000,9803.866,27840.000,186.134,1230.000,3839.310,34992.000,228.690,0.000,26947.474,5775.823,4707.000,399.703,1230.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13140.000,17280.000,0.000,0.000,0.000,4320.000,4320.000,38027.118,819.882,0.000,0.000,0.000,108.000,105.000
Exp 0590,1,1,0.2,1,1,0.6,0.1,13:37:45,413,1100,3300,1066,1049,17,1066,60,3,1,49,66,65.78,53.18,71.95,5095.48,4537.32,558.16,14630.297,34320.000,69.703,0.000,14909.866,27744.000,186.134,6180.000,11132.399,37541.400,346.201,0.000,18448.364,15794.933,8197.000,399.703,6180.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,23442.572,17051.428,0.000,0.000,0.000,4264.000,4262.000,47309.000,1357.000,0.000,0.000,0.000,177.000,177.000
Exp 2034,1,3,0.2,1,1,0.8,0.1,13:38:12,413,1100,3300,1058,1049,9,1058,36,5,1,49,58,65.78,53.18,73.27,5057.24,4499.21,558.03,14690.297,34320.000,69.703,0.000,14969.866,27744.000,186.134,6180.000,10511.399,38228.400,340.201,0.000,18488.509,15806.788,8205.000,399.703,6180.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,23688.000,16928.000,0.000,0.000,0.000,4232.000,4232.000,48038.977,825.023,0.000,0.000,0.000,108.000,108.000
Exp 6354,3,3,0.2,1,1,0.8,0.1,11:14:48,415,1100,3300,1041,1030,11,1041,35,5,1,30,41,65.78,53.36,72.25,4975.98,4418.03,557.95,6063.289,34320.000,56.711,0.000,11175.434,27840.000,194.566,1230.000,2524.234,37695.000,220.766,0.000,28434.155,5685.142,4691.000,399.703,1230.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,15465.400,16650.000,0.000,0.000,0.000,4162.600,4162.000,39454.000,782.000,0.000,0.000,0.000,102.000,102.000
Exp 4922,3,1,0.2,1,2,0.0,0.1,10:51:21,415,1100,3300,1080,1034,46,1080,60,3,1,34,80,65.78,53.36,67.07,5162.40,4604.47,557.93,4683.289,34320.000,56.711,0.000,9803.866,27840.000,186.134,1230.000,3839.310,34992.000,228.690,0.000,26947.474,5775.823,4707.000,399.703,1230.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13140.000,17280.000,0.000,0.000,0.000,4320.000,4320.000,37331.118,1371.882,0.000,0.000,0.000,180.000,177.000
Exp 2614,2,1,0.1,1,1,1.0,0.1,11:11:20,414,1100,3300,1020,1020,0,1020,57,3,1,20,20,61.17,49.59,70.41,4875.60,4319.15,556.45,7682.126,31460.000,1117.874,0.000,11822.262,25502.400,880.338,2055.000,2844.242,36210.000,1205.758,0.000,22630.344,7932.272,5258.000,2384.384,2055.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,15780.000,16320.000,0.000,0.000,0.000,4080.000,4080.000,38617.504,1303.496,0.000,0.000,0.000,171.000,168.000
Exp 0586,1,1,0.2,1,1,0.4,0.1,13:37:18,413,1100,3300,1074,1049,25,1074,60,3,1,49,74,65.78,53.18,70.64,5133.72,4578.76,554.96,14630.297,34320.000,69.703,0.000,14909.866,27744.000,186.134,6180.000,11813.399,36857.400,349.201,0.000,18448.364,15794.933,8197.000,399.703,6180.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,23244.000,17184.000,0.000,0.000,0.000,4296.000,4296.000,47288.572,1374.428,0.000,0.000,0.000,180.000,177.000
Exp 2030,1,3,0.2,1,1,0.6,0.1,13:37:45,413,1100,3300,1066,1049,17,1066,36,5,1,49,66,65.78,53.18,71.95,5095.48,4540.64,554.84,14630.297,34320.000,69.703,0.000,14909.866,27744.000,186.134,6180.000,11132.399,37541.400,346.201,0.000,18448.364,15794.933,8197.000,399.703,6180.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,23442.572,17051.428,0.000,0.000,0.000,4264.000,4262.000,48005.000,805.000,0.000,0.000,0.000,105.000,105.000
Exp 6362,3,3,0.2,1,2,0.0,0.1,10:51:21,415,1100,3300,1080,1034,46,1080,36,5,1,34,80,65.78,53.36,67.07,5162.40,4607.79,554.61,4683.289,34320.000,56.711,0.000,9803.866,27840.000,186.134,1230.000,3839.310,34992.000,228.690,0.000,26947.474,5775.823,4707.000,399.703,1230.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13140.000,17280.000,0.000,0.000,0.000,4320.000,4320.000,38027.118,819.882,0.000,0.000,0.000,108.000,105.000
Exp 1322,1,2,0.2,1,2,0.0,0.1,13:36:39,413,1100,3300,1096,1046,50,1096,46,3,1,46,96,65.78,53.18,68.06,5238.88,4684.29,554.59,14570.297,34320.000,69.703,0.000,14849.866,27744.000,186.134,6180.000,13100.101,35510.400,349.499,0.000,18388.364,15794.933,8197.000,399.703,6180.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,22656.550,17535.450,0.000,0.000,0.000,4384.000,4384.000,47655.000,1035.000,0.000,0.000,0.000,135.000,135.000
Exp 3346,2,2,0.1,1,2,0.4,0.1,13:19:09,414,1100,3300,1076,1038,38,1076,45,3,1,38,76,61.17,49.59,65.86,5143.28,4590.05,553.23,15187.909,31460.000,1292.091,0.000,19372.361,25502.400,1010.239,2055.000,12817.204,33871.800,1250.996,0.000,20224.989,8185.828,5282.000,2384.384,2055.000,9807.800,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,22116.000,17216.000,0.000,0.000,0.000,4304.000,4304.000,46635.000,1035.000,0.000,0.000,0.000,135.000,135.000
Exp 4930,3,1,0.2,1,2,0.4,0.1,12:51:54,415,1100,3300,1061,1041,20,1061,59,3,1,41,61,65.78,53.36,69.33,5071.58,4518.43,553.15,11883.289,34320.000,56.711,0.000,17012.297,27840.000,177.703,1230.000,9615.415,36172.800,471.785,0.000,24168.073,5785.424,4699.000,399.703,1230.000,9977.800,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,20811.346,16966.000,0.000,0.000,0.000,4242.000,4240.654,44578.000,1334.000,0.000,0.000,0.000,174.000,174.000
Exp 1298,1,2,0.2,1,1,0.0,0.1,13:36:39,413,1100,3300,1096,1045,51,1096,46,3,1,45,96,65.78,53.18,68.06,5238.88,4686.54,552.34,14570.297,34320.000,69.703,0.000,14849.866,27744.000,186.134,6180.000,13100.101,35510.400,349.499,0.000,18388.364,15794.933,8197.000,399.703,6180.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,22656.550,17535.450,0.000,0.000,0.000,4384.000,4384.000,47655.000,1035.000,0.000,0.000,0.000,135.000,135.000
Exp 4054,2,3,0.1,1,1,1.0,0.1,11:11:20,414,1100,3300,1020,1020,0,1020,34,5,1,20,20,61.17,49.59,70.41,4875.60,4323.56,552.04,7682.126,31460.000,1117.874,0.000,11822.262,25502.400,880.338,2055.000,2844.242,36210.000,1205.758,0.000,22630.344,7932.272,5258.000,2384.384,2055.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,15780.000,16320.000,0.000,0.000,0.000,4080.000,4080.000,39284.504,774.496,0.000,0.000,0.000,102.000,99.000
Exp 2026,1,3,0.2,1,1,0.4,0.1,13:37:18,413,1100,3300,1074,1049,25,1074,36,5,1,49,74,65.78,53.18,70.64,5133.72,4582.08,551.64,14630.297,34320.000,69.703,0.000,14909.866,27744.000,186.134,6180.000,11813.399,36857.400,349.201,0.000,18448.364,15794.933,8197.000,399.703,6180.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,23244.000,17184.000,0.000,0.000,0.000,4296.000,4296.000,47984.572,822.428,0.000,0.000,0.000,108.000,105.000
Exp 5490,3,2,0.1,1,1,0.8,0.1,10:38:10,415,1100,3300,1018,1006,12,1018,43,3,1,6,18,61.17,49.62,67.70,4866.04,4316.63,549.41,5952.247,31460.000,867.753,0.000,10592.353,25520.000,937.647,1230.000,2471.966,34818.000,990.034,0.000,23885.631,6080.985,4699.000,2384.384,1230.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13848.000,16288.000,0.000,0.000,0.000,4072.000,4072.000,37033.907,988.093,0.000,0.000,0.000,129.000,129.000
Exp 4926,3,1,0.2,1,2,0.2,0.1,11:40:29,415,1100,3300,1071,1034,37,1071,60,3,1,34,71,65.78,53.36,68.41,5119.38,4569.97,549.41,7623.289,34320.000,56.711,0.000,12752.297,27840.000,177.703,1230.000,6069.341,35691.000,239.659,0.000,24953.978,5796.318,4699.000,399.703,1230.000,4921.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,16296.000,17136.000,0.000,0.000,0.000,4284.000,4284.000,40279.046,1365.000,0.000,0.000,0.000,178.954,177.000
Exp 2610,2,1,0.1,1,1,0.8,0.1,10:58:31,414,1100,3300,1030,1018,12,1030,58,3,1,18,30,61.17,49.59,69.12,4923.40,4374.00,549.40,6933.191,31460.000,1086.809,0.000,10819.078,25502.400,1103.522,2055.000,2857.662,35550.000,1072.338,0.000,21725.121,8049.495,5266.000,2384.384,2055.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,14760.000,16480.000,0.000,0.000,0.000,4120.000,4120.000,37819.054,1318.946,0.000,0.000,0.000,171.000,171.000
Exp 6370,3,3,0.2,1,2,0.4,0.1,12:51:54,415,1100,3300,1061,1041,20,1061,36,5,1,41,61,65.78,53.36,69.33,5071.58,4523.26,548.32,11883.289,34320.000,56.711,0.000,17012.297,27840.000,177.703,1230.000,9615.415,36172.800,471.785,0.000,24168.073,5785.424,4699.000,399.703,1230.000,9977.800,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,20811.346,16966.000,0.000,0.000,0.000,4242.000,4240.654,45245.000,805.000,0.000,0.000,0.000,105.000,105.000
Exp 3322,2,2,0.1,1,1,0.4,0.1,10:50:16,414,1100,3300,1061,1016,45,1061,45,3,1,16,61,61.17,49.59,66.38,5071.58,4523.88,547.70,6515.476,31460.000,1024.524,0.000,10584.465,25502.400,858.135,2055.000,3821.919,34140.000,1038.081,0.000,21061.401,8217.215,5282.000,2384.384,2055.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13536.000,16976.000,0.000,0.000,0.000,4244.000,4244.000,37701.664,1031.000,0.000,0.000,0.000,135.000,132.336
Exp 5494,3,2,0.1,1,1,1.0,0.1,10:51:31,415,1100,3300,1003,1003,0,1003,42,3,1,3,3,61.17,49.62,69.12,4794.34,4246.89,547.45,6591.350,31460.000,1008.650,0.000,11306.153,25520.000,1003.847,1230.000,2510.813,35547.000,1002.187,0.000,24683.407,6071.210,4691.000,2384.384,1230.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,14988.000,16048.000,0.000,0.000,0.000,4012.000,4012.000,37863.739,950.261,0.000,0.000,0.000,123.000,123.000
Exp 6366,3,3,0.2,1,2,0.2,0.1,11:40:29,415,1100,3300,1071,1034,37,1071,36,5,1,34,71,65.78,53.36,68.41,5119.38,4573.29,546.09,7623.289,34320.000,56.711,0.000,12752.297,27840.000,177.703,1230.000,6069.341,35691.000,239.659,0.000,24953.978,5796.318,4699.000,399.703,1230.000,4921.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,16296.000,17136.000,0.000,0.000,0.000,4284.000,4284.000,40975.046,813.000,0.000,0.000,0.000,106.954,105.000
Exp 4050,2,3,0.1,1,1,0.8,0.1,10:58:31,414,1100,3300,1030,1018,12,1030,35,5,1,18,30,61.17,49.59,69.12,4923.40,4378.62,544.78,6933.191,31460.000,1086.809,0.000,10819.078,25502.400,1103.522,2055.000,2857.662,35550.000,1072.338,0.000,21725.121,8049.495,5266.000,2384.384,2055.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,14760.000,16480.000,0.000,0.000,0.000,4120.000,4120.000,38486.054,789.946,0.000,0.000,0.000,102.000,102.000
Exp 0582,1,1,0.2,1,1,0.2,0.1,13:36:54,413,1100,3300,1088,1047,41,1088,61,3,1,47,88,65.78,53.18,69.36,5200.64,4657.67,542.97,14570.297,34320.000,69.703,0.000,14849.866,27744.000,186.134,6180.000,12422.399,36188.400,349.201,0.000,18388.364,15794.933,8197.000,399.703,6180.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,22863.572,17398.000,0.000,0.000,0.000,4350.000,4348.428,47220.000,1380.000,0.000,0.000,0.000,180.000,180.000
Exp 5639,3,2,0.2,1,1,1.0,0.2,12:40:43,450,1200,3600,1146,1146,0,1146,48,3,1,146,146,71.76,57.96,81.73,5477.88,4936.16,541.72,7993.638,37440.000,166.362,0.000,13838.866,30240.000,186.134,1335.000,2692.931,42642.000,265.069,0.000,32472.119,6246.243,5078.000,468.638,1335.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,18100.256,18333.744,0.000,0.000,0.000,4584.000,4582.000,44237.000,1081.000,0.000,0.000,0.000,141.000,141.000
Exp 3318,2,2,0.1,1,1,0.2,0.1,10:48:29,414,1100,3300,1083,1018,65,1083,46,3,1,18,83,61.17,49.59,64.88,5176.74,4635.42,541.32,6318.625,31460.000,1101.375,0.000,10429.977,25502.400,892.623,2055.000,4386.318,33369.000,1124.682,0.000,20947.528,8211.088,5282.000,2384.384,2055.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12888.000,17328.000,0.000,0.000,0.000,4332.000,4332.000,37565.521,1043.000,0.000,0.000,0.000,136.479,135.000
Exp 3479,2,2,0.2,1,1,1.0,0.2,12:41:59,450,1200,3600,1145,1145,0,1145,48,3,1,145,145,71.76,57.96,81.74,5473.10,4933.49,539.61,8097.841,37440.000,122.159,0.000,12989.212,30240.000,195.788,2235.000,2714.944,42645.000,300.056,0.000,28943.447,8297.113,5715.802,468.638,2235.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,18200.344,18306.000,0.000,0.000,0.000,4577.656,4576.000,44297.000,1081.000,0.000,0.000,0.000,141.000,141.000
Exp 2022,1,3,0.2,1,1,0.2,0.1,13:36:54,413,1100,3300,1088,1047,41,1088,37,5,1,47,88,65.78,53.18,69.36,5200.64,4661.20,539.44,14570.297,34320.000,69.703,0.000,14849.866,27744.000,186.134,6180.000,12422.399,36188.400,349.201,0.000,18388.364,15794.933,8197.000,399.703,6180.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,22863.572,17398.000,0.000,0.000,0.000,4350.000,4348.428,47916.000,828.000,0.000,0.000,0.000,108.000,108.000
Exp 3342,2,2,0.1,1,2,0.2,0.1,12:04:46,414,1100,3300,1082,1025,57,1082,46,3,1,25,82,61.17,49.59,64.69,5171.96,4633.45,538.51,10901.234,31460.000,1078.766,0.000,14814.642,25502.400,1067.958,2055.000,9168.402,33270.900,1000.698,0.000,20555.298,8155.718,5282.000,2384.384,2055.000,5007.600,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,17479.393,17306.607,0.000,0.000,0.000,4328.000,4326.000,42135.000,1035.000,0.000,0.000,0.000,135.000,135.000
Exp 0602,1,1,0.2,1,2,0.0,0.1,13:36:39,413,1100,3300,1096,1046,50,1096,61,3,1,46,96,65.78,53.18,68.06,5238.88,4701.42,537.46,14570.297,34320.000,69.703,0.000,14849.866,27744.000,186.134,6180.000,13100.101,35510.400,349.499,0.000,18388.364,15794.933,8197.000,399.703,6180.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,22656.550,17535.450,0.000,0.000,0.000,4384.000,4384.000,47220.000,1380.000,0.000,0.000,0.000,180.000,180.000
Exp 2626,2,1,0.1,1,2,0.4,0.1,13:19:09,414,1100,3300,1076,1038,38,1076,60,3,1,38,76,61.17,49.59,65.86,5143.28,4607.30,535.98,15187.909,31460.000,1292.091,0.000,19372.361,25502.400,1010.239,2055.000,12817.204,33871.800,1250.996,0.000,20224.989,8185.828,5282.000,2384.384,2055.000,9807.800,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,22116.000,17216.000,0.000,0.000,0.000,4304.000,4304.000,46200.000,1380.000,0.000,0.000,0.000,180.000,180.000
Exp 0578,1,1,0.2,1,1,0.0,0.1,13:36:39,413,1100,3300,1096,1045,51,1096,61,3,1,45,96,65.78,53.18,68.06,5238.88,4703.67,535.21,14570.297,34320.000,69.703,0.000,14849.866,27744.000,186.134,6180.000,13100.101,35510.400,349.499,0.000,18388.364,15794.933,8197.000,399.703,6180.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,22656.550,17535.450,0.000,0.000,0.000,4384.000,4384.000,47220.000,1380.000,0.000,0.000,0.000,180.000,180.000
Exp 5482,3,2,0.1,1,1,0.4,0.1,10:21:21,415,1100,3300,1042,1003,39,1042,44,3,1,3,42,61.17,49.62,65.14,4980.76,4445.85,534.91,4794.893,31460.000,1005.107,0.000,9618.472,25520.000,891.528,1230.000,2773.220,33498.000,988.780,0.000,22762.329,6184.287,4699.000,2384.384,1230.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12252.000,16672.000,0.000,0.000,0.000,4168.000,4168.000,35995.114,1003.886,0.000,0.000,0.000,132.000,129.000
Exp 2042,1,3,0.2,1,2,0.0,0.1,13:36:39,413,1100,3300,1096,1046,50,1096,37,5,1,46,96,65.78,53.18,68.06,5238.88,4704.95,533.93,14570.297,34320.000,69.703,0.000,14849.866,27744.000,186.134,6180.000,13100.101,35510.400,349.499,0.000,18388.364,15794.933,8197.000,399.703,6180.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,22656.550,17535.450,0.000,0.000,0.000,4384.000,4384.000,47916.000,828.000,0.000,0.000,0.000,108.000,108.000
Exp 4770,3,1,0.1,1,1,0.8,0.1,10:38:10,415,1100,3300,1018,1006,12,1018,57,3,1,6,18,61.17,49.62,67.70,4866.04,4332.61,533.43,5952.247,31460.000,867.753,0.000,10592.353,25520.000,937.647,1230.000,2471.966,34818.000,990.034,0.000,23885.631,6080.985,4699.000,2384.384,1230.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13848.000,16288.000,0.000,0.000,0.000,4072.000,4072.000,36627.907,1310.093,0.000,0.000,0.000,171.000,171.000
